thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
14,0,14,[-0.2847222222222222],[-0.018055555555555554],[1],[0],[0],[1.2886223000241444],['Target'],14,0,14,0,26.412865499965847,,10,26.393722699955106,26.412865499965847,26.412865499965847,0.027272199979051948,27.41462259995751,27.68242279998958,[-0.2847222222222222],[-0.018055555555555554],[1],[0],[0],[1.2886223000241444],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
15,0,15,[0.13194444444444445],[0.33611111111111114],[1],[0],[0],[1.6196173999924213],['Target'],15,0,15,0,27.729534899932332,,10,27.71361199999228,27.729534899932332,27.729534899932332,0.030795900034718215,28.7319571999833,29.333337499992922,[0.13194444444444445],[0.33611111111111114],[1],[0],[0],[1.6196173999924213],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
16,0,16,[-0.20833333333333334],[0.2361111111111111],[1],[0],[0],[1.3652691000606865],['Target'],16,0,16,0,29.3630334000336,,5,29.351360699976794,29.3630334000336,29.3630334000336,0.01784610003232956,30.36478059994988,30.716717000002973,[-0.20833333333333334],[0.2361111111111111],[1],[0],[0],[1.3652691000606865],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
17,0,17,[-0.2763888888888889],[-0.06944444444444445],[1],[0],[0],[1.4324913999298587],['Target'],17,0,17,0,30.746534100035205,,5,30.734620800008997,30.746534100035205,30.746534100035205,0.017732399981468916,31.74799579998944,32.167193899978884,[-0.2763888888888889],[-0.06944444444444445],[1],[0],[0],[1.4324913999298587],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
18,0,18,[0.0625],[-0.30833333333333335],[1],[0],[0],[1.8311285999370739],['Target'],18,0,18,0,32.22976130002644,,10,32.201969799934886,32.22976130002644,32.22976130002644,0.03458790003787726,33.23115120001603,34.03321839997079,[0.0625],[-0.30833333333333335],[1],[0],[0],[1.8311285999370739],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
19,0,19,[0.0625],[-0.3416666666666667],[1],[0],[0],[1.1188500000862405],['Target'],19,0,19,0,34.080173299997114,,10,34.06461899995338,34.080173299997114,34.080173299997114,0.031166299944743514,35.08140409993939,35.183561100042425,[0.0625],[-0.3416666666666667],[1],[0],[0],[1.1188500000862405],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
20,0,20,[-0.4361111111111111],[-0.18333333333333332],[1],[0],[0],[1.6663766000419855],['Target'],20,0,20,0,35.21358490001876,,5,35.20162910001818,35.21358490001876,35.21358490001876,0.01786700007505715,36.21511909994297,36.86811809998471,[-0.4361111111111111],[-0.18333333333333332],[1],[0],[0],[1.6663766000419855],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
21,0,21,[0.125],[-0.3638888888888889],[1],[0],[0],[2.5151171000907198],['Target'],21,0,21,0,36.89666530000977,,5,36.88535250001587,36.89666530000977,36.89666530000977,0.01705919997766614,37.89825229998678,39.4006024999544,[0.125],[-0.3638888888888889],[1],[0],[0],[2.5151171000907198],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
22,0,22,[-0.39305555555555555],[-0.2986111111111111],[1],[0],[0],[1.551373399910517],['Target'],22,0,22,0,39.44687939994037,,10,39.43276250001509,39.44687939994037,39.44687939994037,0.03200279991142452,40.4485559000168,40.98423639999237,[-0.39305555555555555],[-0.2986111111111111],[1],[0],[0],[1.551373399910517],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
23,0,23,[-0.02361111111111111],[-0.2611111111111111],[1],[0],[0],[1.7754215999739245],['Target'],23,0,23,0,41.030557599966414,,10,41.00959489995148,41.030557599966414,41.030557599966414,0.025137399905361235,42.03269359993283,42.78511139994953,[-0.02361111111111111],[-0.2611111111111111],[1],[0],[0],[1.7754215999739245],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
24,0,24,[0.42916666666666664],[0.18194444444444444],[1],[0],[0],[2.368324200040661],['Target'],24,0,24,0,42.83091300004162,,10,42.81548789993394,42.83091300004162,42.83091300004162,0.03012710006441921,43.83175939996727,45.183928000042215,[0.42916666666666664],[0.18194444444444444],[1],[0],[0],[2.368324200040661],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
25,0,25,[0.13194444444444445],[-0.2833333333333333],[1],[0],[0],[3.0189700999762863],['Target'],25,0,25,0,45.23056609998457,,10,45.21502749994397,45.23056609998457,45.23056609998457,0.03086520009674132,46.23241419997066,48.234083499992266,[0.13194444444444445],[-0.2833333333333333],[1],[0],[0],[3.0189700999762863],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
26,0,26,[0.17777777777777778],[-0.3472222222222222],[1],[0],[0],[1.3844495000084862],['Target'],26,0,26,0,48.263888499932364,,5,48.25162009999622,48.263888499932364,48.263888499932364,0.017327800043858588,49.2656276000198,49.636300900019705,[0.17777777777777778],[-0.3472222222222222],[1],[0],[0],[1.3844495000084862],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
27,0,27,[0.3527777777777778],[-0.4],[1],[0],[0],[1.870508800027892],['Target'],27,0,27,0,49.681031199987046,,10,49.663580199936405,49.681031199987046,49.681031199987046,0.027029499993659556,50.68197739997413,51.53417909995187,[0.3527777777777778],[-0.4],[1],[0],[0],[1.870508800027892],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
28,0,28,[0.08194444444444444],[0.4736111111111111],[1],[0],[0],[1.7149268999928609],['Target'],28,0,28,0,51.564052199944854,,5,51.552597200032324,51.564052199944854,51.564052199944854,0.018203999963589013,52.56635340000503,53.267614100012,[0.08194444444444444],[0.4736111111111111],[1],[0],[0],[1.7149268999928609],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
29,0,29,[0.39444444444444443],[0.1527777777777778],[1],[0],[0],[1.5194317999994382],['Target'],29,0,29,0,53.29745269997511,,5,53.284897699952126,53.29745269997511,53.29745269997511,0.0171156000578776,54.29971409996506,54.804463999927975,[0.39444444444444443],[0.1527777777777778],[1],[0],[0],[1.5194317999994382],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
30,0,30,[0.05138888888888889],[0.2986111111111111],[1],[0],[0],[1.3350246000336483],['Target'],30,0,30,0,54.84807169996202,,10,54.83289960003458,54.84807169996202,54.84807169996202,0.02811489999294281,55.84990909998305,56.168003499973565,[0.05138888888888889],[0.2986111111111111],[1],[0],[0],[1.3350246000336483],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
31,0,31,[-0.059722222222222225],[0.21666666666666667],[1],[0],[0],[1.0720405000029132],['Target'],31,0,31,0,56.214924499974586,,10,56.19584920001216,56.214924499974586,56.214924499974586,0.027694999938830733,57.21622830000706,57.267992299981415,[-0.059722222222222225],[0.21666666666666667],[1],[0],[0],[1.0720405000029132],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
32,0,32,[-0.44722222222222224],[-0.1875],[1],[0],[0],[1.4030501000816002],['Target'],32,0,32,0,57.29773769993335,,5,57.2848366999533,57.29773769993335,57.29773769993335,0.016601899988017976,58.300733100040816,58.68801209994126,[-0.44722222222222224],[-0.1875],[1],[0],[0],[1.4030501000816002],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
33,0,33,[0.3541666666666667],[-0.45555555555555555],[1],[0],[0],[1.6694408999755979],['Target'],33,0,33,0,58.7315302999923,,10,58.716007499955595,58.7315302999923,58.7315302999923,0.02778149989899248,59.73372639995068,60.3855506000109,[0.3541666666666667],[-0.45555555555555555],[1],[0],[0],[1.6694408999755979],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
34,0,34,[-0.1875],[0.10277777777777777],[1],[0],[0],[1.2733227999415249],['Target'],34,0,34,0,60.431742499931715,,10,60.41081229993142,60.431742499931715,60.431742499931715,0.0250450000166893,61.43389919993933,61.68420000001788,[-0.1875],[0.10277777777777777],[1],[0],[0],[1.2733227999415249],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
35,0,35,[0.2722222222222222],[-0.39444444444444443],[1],[0],[0],[2.8768595000728965],['Target'],35,0,35,0,61.73196949996054,,10,61.70992739999201,61.73196949996054,61.73196949996054,0.02559169998858124,62.733426599996164,64.58688169997185,[0.2722222222222222],[-0.39444444444444443],[1],[0],[0],[2.8768595000728965],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
36,0,36,[0.08194444444444444],[0.09305555555555556],[1],[0],[0],[3.553529900033027],['Target'],36,0,36,0,64.63172229996417,,10,64.61480430001393,64.63172229996417,64.63172229996417,0.027736400021240115,65.63331529998686,68.16845659993123,[0.08194444444444444],[0.09305555555555556],[1],[0],[0],[3.553529900033027],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
37,0,37,[0.18472222222222223],[0.28194444444444444],[1],[0],[0],[1.3011210999684408],['Target'],37,0,37,0,68.2316131000407,,10,68.20207909995224,68.2316131000407,68.2316131000407,0.03343219996895641,69.2332546999678,69.50329319993034,[0.18472222222222223],[0.28194444444444444],[1],[0],[0],[1.3011210999684408],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
38,0,38,[0.32222222222222224],[0.2513888888888889],[1],[0],[0],[1.5494426999939606],['Target'],38,0,38,0,69.56495669996366,,10,69.537281399942,69.56495669996366,69.56495669996366,0.033588800113648176,70.56726559996605,71.08682730002329,[0.32222222222222224],[0.2513888888888889],[1],[0],[0],[1.5494426999939606],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
39,0,39,[0.09722222222222222],[0.4041666666666667],[1],[0],[0],[2.105349999968894],['Target'],39,0,39,0,71.13277269992977,,10,71.11559930001386,71.13277269992977,71.13277269992977,0.028572299983352423,72.13566379994154,73.22112909995485,[0.09722222222222222],[0.4041666666666667],[1],[0],[0],[2.105349999968894],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
40,0,40,[0.14722222222222223],[0.24444444444444444],[1],[0],[0],[1.1734385999152437],['Target'],40,0,40,0,73.2653655000031,,10,73.24791969999205,73.2653655000031,73.2653655000031,0.026483200024813414,74.26716559997294,74.4214555999497,[0.14722222222222223],[0.24444444444444444],[1],[0],[0],[1.1734385999152437],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
41,0,41,[0.4125],[-0.4236111111111111],[1],[0],[0],[1.931809400091879],['Target'],41,0,41,0,74.44895160000306,,5,74.43902920000255,74.44895160000306,74.44895160000306,0.01734789996407926,75.45131489995401,76.37093580001965,[0.4125],[-0.4236111111111111],[1],[0],[0],[1.931809400091879],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
42,0,42,[-0.09166666666666666],[-0.0875],[1],[0],[0],[1.8809987999266014],['Target'],42,0,42,0,76.39898329996504,,5,76.38788259995636,76.39898329996504,76.39898329996504,0.01677599991671741,77.4010508999927,78.2690031999955,[-0.09166666666666666],[-0.0875],[1],[0],[0],[1.8809987999266014],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
43,0,43,[0.4263888888888889],[-0.36666666666666664],[1],[0],[0],[1.4510872999671847],['Target'],43,0,43,0,78.29956800001673,,5,78.28398129995912,78.29956800001673,78.29956800001673,0.014738500001840293,79.30115930002648,79.73514669993892,[0.4263888888888889],[-0.36666666666666664],[1],[0],[0],[1.4510872999671847],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
44,0,44,[-0.28194444444444444],[0.10416666666666667],[1],[0],[0],[1.5734737999737263],['Target'],44,0,44,0,79.78302420000546,,10,79.76281859993469,79.78302420000546,79.78302420000546,0.027526300051249564,80.78649590001442,81.33639650000259,[-0.28194444444444444],[0.10416666666666667],[1],[0],[0],[1.5734737999737263],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
45,0,45,[-0.2861111111111111],[0.4722222222222222],[1],[0],[0],[2.5211643000366166],['Target'],45,0,45,0,81.38299650000408,,10,81.36439549992792,81.38299650000408,81.38299650000408,0.027756900060921907,82.38467409997247,83.88564310001675,[-0.2861111111111111],[0.4722222222222222],[1],[0],[0],[2.5211643000366166],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
46,0,46,[-0.1597222222222222],[-0.17083333333333334],[1],[0],[0],[1.4065039000706747],['Target'],46,0,46,0,83.9166640000185,,5,83.89780639996752,83.9166640000185,83.9166640000185,0.012020199908874929,84.91784579993691,85.30445089994464,[-0.1597222222222222],[-0.17083333333333334],[1],[0],[0],[1.4065039000706747],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
47,0,47,[0.23194444444444445],[-0.09027777777777778],[1],[0],[0],[1.1962976000504568],['Target'],47,0,47,0,85.3327209999552,,5,85.32260529999621,85.3327209999552,85.3327209999552,0.01796420000027865,86.33540600002743,86.51900159998331,[0.23194444444444445],[-0.09027777777777778],[1],[0],[0],[1.1962976000504568],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
48,0,48,[0.025],[-0.2833333333333333],[1],[0],[0],[1.001619499991648],['Target'],48,0,48,0,86.56617529992945,,10,86.5518199999351,86.56617529992945,86.56617529992945,0.0326473000459373,87.58273299993016,87.55353219993412,[0.025],[-0.2833333333333333],[1],[0],[0],[1.001619499991648],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
49,0,49,[-0.12638888888888888],[-0.3611111111111111],[1],[0],[0],[1.030509200063534],['Target'],49,0,49,0,87.58273299993016,,5,87.57186170003843,87.58273299993016,87.58273299993016,0.018126600072719157,88.58467010001186,88.60248190001585,[-0.12638888888888888],[-0.3611111111111111],[1],[0],[0],[1.030509200063534],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
50,0,50,[0.48194444444444445],[0.041666666666666664],[1],[0],[0],[1.4195068000117317],['Target'],50,0,50,0,88.64942589995917,,10,88.63405949994922,88.64942589995917,88.64942589995917,0.03143039997667074,89.65074760001153,90.05366400000639,[0.48194444444444445],[0.041666666666666664],[1],[0],[0],[1.4195068000117317],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
51,0,51,[0.2152777777777778],[-0.41805555555555557],[1],[0],[0],[1.4180484999669716],['Target'],51,0,51,0,90.0994362999918,,10,90.08461679995526,90.0994362999918,90.0994362999918,0.030756300082430243,91.10097339993808,91.50277130003087,[0.2152777777777778],[-0.41805555555555557],[1],[0],[0],[1.4180484999669716],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
52,0,52,[0.07083333333333333],[0.37916666666666665],[1],[0],[0],[1.3703569000354037],['Target'],52,0,52,0,91.56628040003125,,10,91.5329862999497,91.56628040003125,91.56628040003125,0.02997439994942397,92.56881660001818,92.90342210000381,[0.07083333333333333],[0.37916666666666665],[1],[0],[0],[1.3703569000354037],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
53,0,53,[-0.019444444444444445],[-0.04861111111111111],[1],[0],[0],[1.7345917000202462],['Target'],53,0,53,0,92.94951730000321,,10,92.93530929996632,92.94951730000321,92.94951730000321,0.0316900999750942,93.95389340003021,94.66999319999013,[-0.019444444444444445],[-0.04861111111111111],[1],[0],[0],[1.7345917000202462],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
54,0,54,[-0.15833333333333333],[0.44583333333333336],[1],[0],[0],[1.42050929996185],['Target'],54,0,54,0,94.71646200004034,,10,94.69981140003074,94.71646200004034,94.71646200004034,0.029588600038550794,95.7178689999273,96.12043749995064,[-0.15833333333333333],[0.44583333333333336],[1],[0],[0],[1.42050929996185],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
55,0,55,[0.21666666666666667],[-0.24444444444444444],[1],[0],[0],[1.1615627000574023],['Target'],55,0,55,0,96.14985689998139,,5,96.14025659998879,96.14985689998139,96.14985689998139,0.01961630000732839,97.15145689994097,97.30189540004358,[0.21666666666666667],[-0.24444444444444444],[1],[0],[0],[1.1615627000574023],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
56,0,56,[-0.3541666666666667],[0.20694444444444443],[1],[0],[0],[1.3184791000094265],['Target'],56,0,56,0,97.3332306999946,,5,97.31958130002022,97.3332306999946,97.3332306999946,0.017496900050900877,98.3348066000035,98.63824739994016,[-0.3541666666666667],[0.20694444444444443],[1],[0],[0],[1.3184791000094265],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
57,0,57,[0.06944444444444445],[0.034722222222222224],[1],[0],[0],[1.2343404000857845],['Target'],57,0,57,0,98.66665629995987,,5,98.6547530000098,98.66665629995987,98.66665629995987,0.016197900054976344,99.66917120001744,99.88920710003003,[0.06944444444444445],[0.034722222222222224],[1],[0],[0],[1.2343404000857845],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
58,0,58,[0.005555555555555556],[0.11666666666666667],[1],[0],[0],[1.1859925999306142],['Target'],58,0,58,0,99.93352510000113,,10,99.91997259994969,99.93352510000113,99.93352510000113,0.03057300008367747,100.93624559999444,101.10610350000206,[0.005555555555555556],[0.11666666666666667],[1],[0],[0],[1.1859925999306142],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
59,0,59,[-0.11527777777777778],[0.2013888888888889],[1],[0],[0],[1.0295092000160366],['Target'],59,0,59,0,101.13360689999536,,5,101.12413569993805,101.13360689999536,101.13360689999536,0.01770970004145056,102.13633190002292,102.15375579998363,[-0.11527777777777778],[0.2013888888888889],[1],[0],[0],[1.0295092000160366],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
