thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
60,0,60,[-0.07777777777777778],[-0.12222222222222222],[1],[0],[0],[1.1149979999754578],['Target'],60,0,60,0,102.18330269993749,,5,102.17222309997305,102.18330269993749,102.18330269993749,0.018311099964194,103.18487839994486,103.2873186999932,[-0.07777777777777778],[-0.12222222222222222],[1],[0],[0],[1.1149979999754578],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
61,0,61,[-0.20277777777777778],[0.1763888888888889],[1],[0],[0],[1.0372874999884516],['Target'],61,0,61,0,103.33341279998422,,10,103.31721440004185,103.33341279998422,103.33341279998422,0.029727300046943128,104.33665349998046,104.35461449995637,[-0.20277777777777778],[0.1763888888888889],[1],[0],[0],[1.0372874999884516],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
62,0,62,[0.30277777777777776],[-0.05277777777777778],[1],[0],[0],[1.1982757999794558],['Target'],62,0,62,0,104.38353550003376,,5,104.37269540003035,104.38353550003376,104.38353550003376,0.017882499960251153,105.3859893999761,105.57106680003926,[0.30277777777777776],[-0.05277777777777778],[1],[0],[0],[1.1982757999794558],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
63,0,63,[0.29583333333333334],[-0.4125],[1],[0],[0],[1.6363682999508455],['Target'],63,0,63,0,105.61699979996774,,10,105.6013919999823,105.61699979996774,105.61699979996774,0.030165200005285442,106.61827239999548,107.23786809993908,[0.29583333333333334],[-0.4125],[1],[0],[0],[1.6363682999508455],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
64,0,64,[-0.08055555555555556],[0.07916666666666666],[1],[0],[0],[1.1474568999838084],['Target'],64,0,64,0,107.26708629995119,,5,107.25617990002502,107.26708629995119,107.26708629995119,0.018135600024834275,108.26871329999994,108.40372129995376,[-0.08055555555555556],[0.07916666666666666],[1],[0],[0],[1.1474568999838084],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
65,0,65,[-0.2791666666666667],[0.4236111111111111],[1],[0],[0],[1.3713527999352664],['Target'],65,0,65,0,108.45033060002606,,10,108.43354859994724,108.45033060002606,108.45033060002606,0.029643100104294717,109.45335670001805,109.80498100002296,[-0.2791666666666667],[0.4236111111111111],[1],[0],[0],[1.3713527999352664],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
66,0,66,[0.30694444444444446],[0.33055555555555555],[1],[0],[0],[1.8395558999618515],['Target'],66,0,66,0,109.85094759997446,,10,109.83114220004063,109.85094759997446,109.85094759997446,0.02600209997035563,110.85358390002511,111.67077299999073,[0.30694444444444446],[0.33055555555555555],[1],[0],[0],[1.8395558999618515],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
67,0,67,[-0.1527777777777778],[0.2833333333333333],[1],[0],[0],[1.5407055999385193],['Target'],67,0,67,0,111.71783510001842,,10,111.6963104000315,111.71783510001842,111.71783510001842,0.025395900011062622,112.71958709997125,113.23709089995828,[-0.1527777777777778],[0.2833333333333333],[1],[0],[0],[1.5407055999385193],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
68,0,68,[0.32222222222222224],[-0.13055555555555556],[1],[0],[0],[1.3226552000269294],['Target'],68,0,68,0,113.26759860001039,,5,113.24941910000052,113.26759860001039,113.26759860001039,0.012171900016255677,114.26978410000447,114.5721629000036,[0.32222222222222224],[-0.13055555555555556],[1],[0],[0],[1.3226552000269294],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
69,0,69,[0.013888888888888888],[-0.175],[1],[0],[0],[1.2048156999517232],['Target'],69,0,69,0,114.61787790001836,,10,114.5989428999601,114.61787790001836,114.61787790001836,0.026619300013408065,115.61922490003053,115.80385020002723,[0.013888888888888888],[-0.175],[1],[0],[0],[1.2048156999517232],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
70,0,70,[0.23333333333333334],[0.09166666666666666],[1],[0],[0],[1.533400799962692],['Target'],70,0,70,0,115.86785619996954,,10,115.8373684999533,115.86785619996954,115.86785619996954,0.033316700020805,116.8703767999541,117.37083289993461,[0.23333333333333334],[0.09166666666666666],[1],[0],[0],[1.533400799962692],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
71,0,71,[0.018055555555555554],[-0.09583333333333334],[1],[0],[0],[1.236707300064154],['Target'],71,0,71,0,117.40127219993155,,5,117.38763419992756,117.40127219993155,117.40127219993155,0.016669000033289194,118.40294770000037,118.62455229996704,[0.018055555555555554],[-0.09583333333333334],[1],[0],[0],[1.236707300064154],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
72,0,72,[-0.020833333333333332],[-0.14027777777777778],[1],[0],[0],[0.8949843000154942],['Target'],72,0,72,0,118.65085420000833,,5,118.64251020003576,118.65085420000833,118.65085420000833,0.01762519998010248,,119.5375831000274,[-0.020833333333333332],[-0.14027777777777778],[1],[0],[0],[0.8949843000154942],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
73,0,73,[-0.3388888888888889],[0.2111111111111111],[1],[0],[0],[2.1605297999922186],['Target'],73,0,73,0,119.58463699999265,,10,119.56145219993778,119.58463699999265,119.58463699999265,0.023767200065776706,120.58616970002186,121.72206699999515,[-0.3388888888888889],[0.2111111111111111],[1],[0],[0],[2.1605297999922186],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
74,0,74,[-0.04027777777777778],[0.07916666666666666],[1],[0],[0],[1.256470499909483],['Target'],74,0,74,0,121.7687371999491,,10,121.7487117999699,121.7687371999491,121.7687371999491,0.026333799934946,122.76945100002922,123.00528269994538,[-0.04027777777777778],[0.07916666666666666],[1],[0],[0],[1.256470499909483],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
75,0,75,[0.49444444444444446],[-0.15833333333333333],[1],[0],[0],[1.6350851999595761],['Target'],75,0,75,0,123.03501130000222,,5,123.02006380003877,123.03501130000222,123.03501130000222,0.014545400044880807,124.03674909996334,124.65523579996079,[0.49444444444444446],[-0.15833333333333333],[1],[0],[0],[1.6350851999595761],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
76,0,76,[0.3347222222222222],[-0.06944444444444445],[1],[0],[0],[1.0555108999833465],['Target'],76,0,76,0,124.70206050004344,,10,124.68336359993555,124.70206050004344,124.70206050004344,0.027976499986834824,125.70273789996281,125.73898869997356,[0.3347222222222222],[-0.06944444444444445],[1],[0],[0],[1.0555108999833465],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
77,0,77,[-0.29305555555555557],[-0.034722222222222224],[1],[0],[0],[1.3979209000244737],['Target'],77,0,77,0,125.76799319998827,,5,125.75753629999235,125.76799319998827,125.76799319998827,0.018360499991104007,126.76996299996972,127.15556989994366,[-0.29305555555555557],[-0.034722222222222224],[1],[0],[0],[1.3979209000244737],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
78,0,78,[0.40555555555555556],[0.40694444444444444],[1],[0],[0],[1.734592100023292],['Target'],78,0,78,0,127.20150229998399,,10,127.18657609994989,127.20150229998399,127.20150229998399,0.030841700034216046,128.20327769999858,128.92125729995314,[0.40555555555555556],[0.40694444444444444],[1],[0],[0],[1.734592100023292],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
79,0,79,[0.008333333333333333],[0.5],[1],[0],[0],[2.400683999992907],['Target'],79,0,79,0,128.951610899996,,5,128.93963639996946,128.951610899996,128.951610899996,0.018196000019088387,129.95410959993023,131.34043710003607,[0.008333333333333333],[0.5],[1],[0],[0],[2.400683999992907],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
80,0,80,[0.07777777777777778],[0.4652777777777778],[1],[0],[0],[1.083253899938427],['Target'],80,0,80,0,131.36838989995886,,5,131.35524019994773,131.36838989995886,131.36838989995886,0.014615199994295835,132.37053920002654,132.4385814999696,[0.07777777777777778],[0.4652777777777778],[1],[0],[0],[1.083253899938427],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
81,0,81,[-0.10555555555555556],[0.3375],[1],[0],[0],[1.2529693000251427],['Target'],81,0,81,0,132.4852000999963,,10,132.46877649996895,132.4852000999963,132.4852000999963,0.030025299987755716,133.48663950001355,133.72185870003887,[-0.10555555555555556],[0.3375],[1],[0],[0],[1.2529693000251427],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
82,0,82,[-0.10277777777777777],[-0.016666666666666666],[1],[0],[0],[1.1142461000708863],['Target'],82,0,82,0,133.75164929998573,,5,133.74182340002153,133.75164929998573,133.75164929998573,0.01965959998778999,134.75348780001514,134.85621550003998,[-0.10277777777777777],[-0.016666666666666666],[1],[0],[0],[1.1142461000708863],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
83,0,83,[0.022222222222222223],[0.14722222222222223],[1],[0],[0],[1.0693512000143528],['Target'],83,0,83,0,134.88540170004126,,5,134.8720681000268,134.88540170004126,134.88540170004126,0.015699499985203147,135.8880397999892,135.94161879993044,[0.022222222222222223],[0.14722222222222223],[1],[0],[0],[1.0693512000143528],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
84,0,84,[-0.12638888888888888],[-0.03888888888888889],[1],[0],[0],[1.0943812999175861],['Target'],84,0,84,0,135.96856179996394,,5,135.96044599998277,135.96856179996394,135.96856179996394,0.018443099921569228,136.97112170001492,137.054999499931,[-0.12638888888888888],[-0.03888888888888889],[1],[0],[0],[1.0943812999175861],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
85,0,85,[-0.37777777777777777],[0.25277777777777777],[1],[0],[0],[2.4858993999660015],['Target'],85,0,85,0,137.1019854999613,,10,137.0865980000235,137.1019854999613,137.1019854999613,0.03143670002464205,138.10386269993614,139.57256609993055,[-0.37777777777777777],[0.25277777777777777],[1],[0],[0],[2.4858993999660015],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
86,0,86,[-0.4166666666666667],[0.35694444444444445],[1],[0],[0],[1.1849962000269443],['Target'],86,0,86,0,139.63594840001315,,10,139.60488639993127,139.63594840001315,139.63594840001315,0.03217440005391836,140.63833899993915,140.79000409995206,[-0.4166666666666667],[0.35694444444444445],[1],[0],[0],[1.1849962000269443],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
87,0,87,[0.2791666666666667],[0.10694444444444444],[1],[0],[0],[1.2192999999970198],['Target'],87,0,87,0,140.81970929994714,,5,140.80516710004304,140.81970929994714,140.81970929994714,0.014944800059311092,141.8206935999915,142.02444299997296,[0.2791666666666667],[0.10694444444444444],[1],[0],[0],[1.2192999999970198],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
88,0,88,[0.21666666666666667],[0.32916666666666666],[1],[0],[0],[1.166856599971652],['Target'],88,0,88,0,142.05260149994865,,5,142.03912750002928,142.05260149994865,142.05260149994865,0.014575299923308194,143.05564239993691,143.20607910002582,[0.21666666666666667],[0.32916666666666666],[1],[0],[0],[1.166856599971652],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
89,0,89,[0.020833333333333332],[0.42916666666666664],[1],[0],[0],[1.0168762999819592],['Target'],89,0,89,0,143.2360954999458,,5,143.22188229998574,143.2360954999458,143.2360954999458,0.015668799984268844,144.23698159994092,144.23884000000544,[0.020833333333333332],[0.42916666666666664],[1],[0],[0],[1.0168762999819592],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
90,0,90,[-0.2013888888888889],[-0.18055555555555555],[1],[0],[0],[1.73594109993428],['Target'],90,0,90,0,144.28613170003518,,10,144.27066969999578,144.28613170003518,144.28613170003518,0.03165160003118217,145.2872534999624,146.0067105999915,[-0.2013888888888889],[-0.18055555555555555],[1],[0],[0],[1.73594109993428],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
91,0,91,[-0.38333333333333336],[0.4722222222222222],[1],[0],[0],[3.0019187999423593],['Target'],91,0,91,0,146.03623700002208,,5,146.02276540000457,146.03623700002208,146.03623700002208,0.01574329996947199,147.03791159996763,149.0247881000396,[-0.38333333333333336],[0.4722222222222222],[1],[0],[0],[3.0019187999423593],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
92,0,92,[-0.16944444444444445],[-0.38055555555555554],[1],[0],[0],[1.5395961999893188],['Target'],92,0,92,0,149.06985189998522,,10,149.05218060000334,149.06985189998522,149.06985189998522,0.027219100040383637,150.07191910000984,150.59192369994707,[-0.16944444444444445],[-0.38055555555555554],[1],[0],[0],[1.5395961999893188],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
93,0,93,[0.44305555555555554],[0.08194444444444444],[1],[0],[0],[1.5985910999588668],['Target'],93,0,93,0,150.61958139995113,,5,150.60993549996056,150.61958139995113,150.61958139995113,0.01763850008137524,151.62043180002365,152.208681399934,[0.44305555555555554],[0.08194444444444444],[1],[0],[0],[1.5985910999588668],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
94,0,94,[0.42777777777777776],[0.2833333333333333],[1],[0],[0],[1.1697681999066845],['Target'],94,0,94,0,152.25346469995566,,10,152.2359385000309,152.25346469995566,152.25346469995566,0.027004199917428195,153.25401120004244,153.40579969994724,[0.42777777777777776],[0.2833333333333333],[1],[0],[0],[1.1697681999066845],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
95,0,95,[-0.06944444444444445],[-0.43194444444444446],[1],[0],[0],[1.849077899940312],['Target'],95,0,95,0,153.43627810000908,,5,153.4236977000255,153.43627810000908,153.43627810000908,0.01764430000912398,154.43860330001917,155.27286070003174,[-0.06944444444444445],[-0.43194444444444446],[1],[0],[0],[1.849077899940312],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
96,0,96,[0.03194444444444444],[-0.3680555555555556],[1],[0],[0],[1.7668135000858456],['Target'],96,0,96,0,155.3209041999653,,10,155.3057720999932,155.3209041999653,155.3209041999653,0.0326511999592185,156.3214394999668,157.07267559994943,[0.03194444444444444],[-0.3680555555555556],[1],[0],[0],[1.7668135000858456],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
97,0,97,[0.17916666666666667],[0.4125],[1],[0],[0],[1.8480239000637084],['Target'],97,0,97,0,157.10289839992765,,5,157.09135999996215,157.10289839992765,157.10289839992765,0.018491300055757165,158.10444739996456,158.93948659999296,[0.17916666666666667],[0.4125],[1],[0],[0],[1.8480239000637084],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
98,0,98,[-0.2013888888888889],[-0.4527777777777778],[1],[0],[0],[1.887959499959834],['Target'],98,0,98,0,158.9862949999515,,10,158.97111119993497,158.9862949999515,158.9862949999515,0.031406300025992095,159.98874579998665,160.85921170003712,[-0.2013888888888889],[-0.4527777777777778],[1],[0],[0],[1.887959499959834],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
99,0,99,[0.42083333333333334],[0.4444444444444444],[1],[0],[0],[1.9042139999801293],['Target'],99,0,99,0,160.9033507000422,,10,160.88685430004261,160.9033507000422,160.9033507000422,0.02728969999589026,161.90555210004095,162.7911605000263,[0.42083333333333334],[0.4444444444444444],[1],[0],[0],[1.9042139999801293],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
100,0,100,[0.175],[0.475],[1],[0],[0],[2.2589238999644294],['Target'],100,0,100,0,162.83659399999306,,10,162.81602759996895,162.83659399999306,162.83659399999306,0.024685299955308437,163.83902449999005,165.07514359999914,[0.175],[0.475],[1],[0],[0],[2.2589238999644294],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
101,0,101,[0.2263888888888889],[-0.1763888888888889],[1],[0],[0],[1.535033700056374],['Target'],101,0,101,0,165.1039251999464,,5,165.0904775999952,165.1039251999464,165.1039251999464,0.015145899960771203,166.1058178000385,166.6256330999313,[0.2263888888888889],[-0.1763888888888889],[1],[0],[0],[1.535033700056374],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
102,0,102,[0.38472222222222224],[0.4027777777777778],[1],[0],[0],[1.7366299000568688],['Target'],102,0,102,0,166.6709065999603,,10,166.6530291000381,166.6709065999603,166.6709065999603,0.027136499993503094,167.67250510002486,168.3897438000422,[0.38472222222222224],[0.4027777777777778],[1],[0],[0],[1.7366299000568688],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
103,0,103,[-0.1],[0.275],[1],[0],[0],[1.2725944999838248],['Target'],103,0,103,0,168.43707200000063,,10,168.41751870000735,168.43707200000063,168.43707200000063,0.02759359998162836,169.43975419993512,169.69018779997714,[-0.1],[0.275],[1],[0],[0],[1.2725944999838248],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
104,0,104,[-0.26805555555555555],[0.2777777777777778],[1],[0],[0],[1.3056962999980897],['Target'],104,0,104,0,169.73696030001156,,10,169.71802949998528,169.73696030001156,169.73696030001156,0.027689200011081994,170.73919749993365,171.02381249994505,[-0.26805555555555555],[0.2777777777777778],[1],[0],[0],[1.3056962999980897],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
105,0,105,[0.3194444444444444],[0.2],[1],[0],[0],[1.3833356000250205],['Target'],105,0,105,0,171.0706796000013,,10,171.05829680000897,171.0706796000013,171.0706796000013,0.03426970005966723,172.07247549993917,172.44175719993655,[0.3194444444444444],[0.2],[1],[0],[0],[1.3833356000250205],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
106,0,106,[-0.3958333333333333],[-0.29583333333333334],[1],[0],[0],[1.5403235000558197],['Target'],106,0,106,0,172.4876276999712,,10,172.46963489998598,172.4876276999712,172.4876276999712,0.027643500012345612,173.48983269999735,174.0101108000381,[-0.3958333333333333],[-0.29583333333333334],[1],[0],[0],[1.5403235000558197],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
107,0,107,[-0.26805555555555555],[0.11805555555555555],[1],[0],[0],[1.2927673000376672],['Target'],107,0,107,0,174.0542522999458,,5,174.03094630001578,174.0542522999458,174.0542522999458,0.020458700018934906,175.05666120001115,175.3237833000021,[-0.26805555555555555],[0.11805555555555555],[1],[0],[0],[1.2927673000376672],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
108,0,108,[0.3055555555555556],[0.4125],[1],[0],[0],[1.6580263000214472],['Target'],108,0,108,0,175.37083409994375,,10,175.3490478999447,175.37083409994375,175.37083409994375,0.025132400100119412,176.37325659999624,177.0071477999445,[0.3055555555555556],[0.4125],[1],[0],[0],[1.6580263000214472],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
109,0,109,[-0.14722222222222223],[-0.2847222222222222],[1],[0],[0],[1.3861719000851735],['Target'],109,0,109,0,177.03737499995623,,5,177.02376639994327,177.03737499995623,177.03737499995623,0.01649479998741299,178.04029439995065,178.41008629999124,[-0.14722222222222223],[-0.2847222222222222],[1],[0],[0],[1.3861719000851735],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
110,0,110,[0.3375],[0.35833333333333334],[1],[0],[0],[1.3460282000014558],['Target'],110,0,110,0,178.43775159993675,,5,178.42713289998937,178.43775159993675,178.43775159993675,0.016726900008507073,179.44009259995073,179.77325680002104,[0.3375],[0.35833333333333334],[1],[0],[0],[1.3460282000014558],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
111,0,111,[-0.4722222222222222],[-0.022222222222222223],[1],[0],[0],[1.2229821999790147],['Target'],111,0,111,0,179.80411729996558,,5,179.786969400011,179.80411729996558,179.80411729996558,0.013531800010241568,180.8055963999359,181.01008999999613,[-0.4722222222222222],[-0.022222222222222223],[1],[0],[0],[1.2229821999790147],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
112,0,112,[-0.4791666666666667],[-0.2125],[1],[0],[0],[1.4520824999781325],['Target'],112,0,112,0,181.05441460001748,,10,181.04088590003084,181.05441460001748,181.05441460001748,0.030517500010319054,182.0569397000363,182.49310530000366,[-0.4791666666666667],[-0.2125],[1],[0],[0],[1.4520824999781325],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
113,0,113,[0.41388888888888886],[-0.1527777777777778],[1],[0],[0],[1.5156165000516921],['Target'],113,0,113,0,182.5209446999943,,5,182.51205080002546,182.5209446999943,182.5209446999943,0.01871430000755936,183.52278220001608,184.02779960003681,[0.41388888888888886],[-0.1527777777777778],[1],[0],[0],[1.5156165000516921],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
114,0,114,[0.24861111111111112],[-0.4666666666666667],[1],[0],[0],[1.81338790000882],['Target'],114,0,114,0,184.07199999992736,,5,184.04649039998185,184.07199999992736,184.07199999992736,0.018454000004567206,185.07373730000108,185.8599839999806,[0.24861111111111112],[-0.4666666666666667],[1],[0],[0],[1.81338790000882],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
115,0,115,[0.3958333333333333],[0.475],[1],[0],[0],[1.8855438999598846],['Target'],115,0,115,0,185.90478480001912,,10,185.8894067000365,185.90478480001912,185.90478480001912,0.029227799968793988,186.90678910003044,187.77509629994165,[0.3958333333333333],[0.475],[1],[0],[0],[1.8855438999598846],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
116,0,116,[-0.09861111111111111],[0.4222222222222222],[1],[0],[0],[1.917352300020866],['Target'],116,0,116,0,187.80476400000043,,5,187.79059709992725,187.80476400000043,187.80476400000043,0.015175399952568114,188.80674259993248,189.70804970001336,[-0.09861111111111111],[0.4222222222222222],[1],[0],[0],[1.917352300020866],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
117,0,117,[0.4375],[0.1638888888888889],[1],[0],[0],[1.7551645999774337],['Target'],117,0,117,0,189.73891690000892,,5,189.7205995999975,189.73891690000892,189.73891690000892,0.01235970004927367,190.7410865999991,191.47586799995042,[0.4375],[0.1638888888888889],[1],[0],[0],[1.7551645999774337],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
118,0,118,[0.3486111111111111],[0.11527777777777778],[1],[0],[0],[1.3538118000142276],['Target'],118,0,118,0,191.5216207000194,,10,191.50554559996817,191.5216207000194,191.5216207000194,0.029497499926947057,192.52365650003776,192.8594692000188,[0.3486111111111111],[0.11527777777777778],[1],[0],[0],[1.3538118000142276],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
119,0,119,[-0.19722222222222222],[0.0375],[1],[0],[0],[1.3575507999630645],['Target'],119,0,119,0,192.9057270999765,,10,192.8858351999661,192.9057270999765,192.9057270999765,0.026115200016647577,193.90755020000506,194.24351459997706,[-0.19722222222222222],[0.0375],[1],[0],[0],[1.3575507999630645],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
120,0,120,[0.3013888888888889],[0.12222222222222222],[1],[0],[0],[1.3995893999235705],['Target'],120,0,120,0,194.27210369997192,,5,194.25850110000465,194.27210369997192,194.27210369997192,0.014730100054293871,195.27358659997117,195.65816889994312,[0.3013888888888889],[0.12222222222222222],[1],[0],[0],[1.3995893999235705],['Target'],0002,001,2025-09-30_16h02.16.707,visual search,,2025.1.1,60.16191979119983,2025-09-30 16h03.58.894674 +0530,
