thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
28,0,28,[-0.05277777777777778],[0.35],[1],[0],[0],[1.5555045999999493],['target'],28,0,28,0,42.027116200000364,,5,42.01154610000003,42.027116200000364,42.027116200000364,0.015312700000322366,43.56724440000016,[-0.05277777777777778],[0.35],[1],[0],[0],[1.5555045999999493],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
29,0,29,[-0.059722222222222225],[-0.28055555555555556],[1],[0],[0],[1.5416949999998906],['target'],29,0,29,0,43.61036439999998,,10,43.59171480000032,43.61036439999998,43.61036439999998,0.02426259999992908,45.133603799999946,[-0.059722222222222225],[-0.28055555555555556],[1],[0],[0],[1.5416949999998906],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
30,0,30,[-0.05694444444444444],[0.47638888888888886],[1],[0],[0],[2.3070992999996633],['target'],30,0,30,0,45.17679309999994,,10,45.155679599999985,45.17679309999994,45.17679309999994,0.021797200000037265,47.462976100000105,[-0.05694444444444444],[0.47638888888888886],[1],[0],[0],[2.3070992999996633],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
31,0,31,[0.3861111111111111],[-0.3194444444444444],[1],[0],[0],[1.4339170000002923],['target'],31,0,31,0,47.49350279999999,,10,47.482493400000294,47.49350279999999,47.49350279999999,0.0192363999999543,48.9165981000001,[0.3861111111111111],[-0.3194444444444444],[1],[0],[0],[1.4339170000002923],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
32,0,32,[0.3625],[-0.10972222222222222],[1],[0],[0],[1.2490316999997049],['target'],32,0,32,0,48.94381290000001,,5,48.931183800000326,48.94381290000001,48.94381290000001,0.01436260000036782,50.180458499999986,[0.3625],[-0.10972222222222222],[1],[0],[0],[1.2490316999997049],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
33,0,33,[0.21805555555555556],[0.4666666666666667],[1],[0],[0],[1.4400682999998935],['target'],33,0,33,0,50.21101680000038,,5,50.19252450000022,50.21101680000038,50.21101680000038,0.011822899999970105,51.63280900000018,[0.21805555555555556],[0.4666666666666667],[1],[0],[0],[1.4400682999998935],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
34,0,34,[0.12361111111111112],[-0.18888888888888888],[1],[0],[0],[1.5597745000000032],['target'],34,0,34,0,51.67760550000003,,10,51.65681450000011,51.67760550000003,51.67760550000003,0.02375369999981558,53.216786800000136,[0.12361111111111112],[-0.18888888888888888],[1],[0],[0],[1.5597745000000032],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
35,0,35,[0.44722222222222224],[-0.44166666666666665],[1],[0],[0],[2.4428625000000466],['target'],35,0,35,0,53.26093250000031,,10,53.23792300000014,53.26093250000031,53.26093250000031,0.020894400000088353,55.680999000000156,[0.44722222222222224],[-0.44166666666666665],[1],[0],[0],[2.4428625000000466],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
36,0,36,[0.4777777777777778],[-0.28888888888888886],[1],[0],[0],[1.2822261999999682],['target'],36,0,36,0,55.7104075000002,,10,55.70138590000033,55.7104075000002,55.7104075000002,0.020125300000017887,56.98382179999999,[0.4777777777777778],[-0.28888888888888886],[1],[0],[0],[1.2822261999999682],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
37,0,37,[0.12222222222222222],[0.24305555555555555],[1],[0],[0],[1.5577614999997422],['target'],37,0,37,0,57.02751800000033,,10,57.00676930000009,57.02751800000033,57.02751800000033,0.02270639999960622,58.564722900000106,[0.12222222222222222],[0.24305555555555555],[1],[0],[0],[1.5577614999997422],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
38,0,38,[0.22916666666666666],[0.4166666666666667],[1],[0],[0],[1.3332721000001584],['target'],38,0,38,0,58.59323979999999,,10,58.583924800000204,58.59323979999999,58.59323979999999,0.018964000000323722,59.91742780000004,[0.22916666666666666],[0.4166666666666667],[1],[0],[0],[1.3332721000001584],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
39,0,39,[-0.016666666666666666],[-0.14583333333333334],[1],[0],[0],[1.436707800000022],['target'],39,0,39,0,59.944079800000054,,5,59.930903800000124,59.944079800000054,59.944079800000054,0.013233499999842024,61.367798700000094,[-0.016666666666666666],[-0.14583333333333334],[1],[0],[0],[1.436707800000022],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
40,0,40,[0.05138888888888889],[0.16111111111111112],[1],[0],[0],[1.4588073999998414],['target'],40,0,40,0,61.4114684000001,,10,61.388440400000036,61.4114684000001,61.4114684000001,0.02045399999997244,62.84746390000009,[0.05138888888888889],[0.16111111111111112],[1],[0],[0],[1.4588073999998414],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
41,0,41,[0.18194444444444444],[-0.3611111111111111],[1],[0],[0],[1.646519900000385],['target'],41,0,41,0,62.87776460000032,,10,62.86774430000014,62.87776460000032,62.87776460000032,0.01999680000017179,64.51447010000038,[0.18194444444444444],[-0.3611111111111111],[1],[0],[0],[1.646519900000385],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
42,0,42,[-0.48194444444444445],[0.3125],[1],[0],[0],[2.035780799999884],['target'],42,0,42,0,64.54457910000019,,10,64.53620249999994,64.54457910000019,64.54457910000019,0.02142469999989771,66.57220150000012,[-0.48194444444444445],[0.3125],[1],[0],[0],[2.035780799999884],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
43,0,43,[0.019444444444444445],[0.2833333333333333],[1],[0],[0],[1.2093211000001247],['target'],43,0,43,0,66.6101378000003,,10,66.59152750000021,66.6101378000003,66.6101378000003,0.019025499999770545,67.80103580000014,[0.019444444444444445],[0.2833333333333333],[1],[0],[0],[1.2093211000001247],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
44,0,44,[-0.49027777777777776],[-0.2847222222222222],[1],[0],[0],[1.3953909000001659],['target'],44,0,44,0,67.8447540000002,,10,67.82263290000037,67.8447540000002,67.8447540000002,0.021373899999616697,69.21822040000006,[-0.49027777777777776],[-0.2847222222222222],[1],[0],[0],[1.3953909000001659],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
45,0,45,[-0.025],[-0.18333333333333332],[1],[0],[0],[1.1845420999998169],['target'],45,0,45,0,69.24521520000008,,5,69.23047620000034,69.24521520000008,69.24521520000008,0.011971400000220456,70.41522150000037,[-0.025],[-0.18333333333333332],[1],[0],[0],[1.1845420999998169],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
46,0,46,[-0.15138888888888888],[0.225],[1],[0],[0],[1.2903670999999122],['target'],46,0,46,0,70.44532340000023,,5,70.42897100000027,70.44532340000023,70.44532340000023,0.013503299999683804,71.71954159999996,[-0.15138888888888888],[0.225],[1],[0],[0],[1.2903670999999122],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
47,0,47,[0.04583333333333333],[-0.43333333333333335],[1],[0],[0],[1.6942011000001003],['target'],47,0,47,0,71.76173850000032,,10,71.7409888000002,71.76173850000032,71.76173850000032,0.021163200000046345,73.43538680000029,[0.04583333333333333],[-0.43333333333333335],[1],[0],[0],[1.6942011000001003],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
48,0,48,[-0.15555555555555556],[0.05555555555555555],[1],[0],[0],[1.9610686999999416],['target'],48,0,48,0,73.47863110000026,,10,73.45639430000028,73.47863110000026,73.47863110000026,0.02076210000041101,75.41765750000013,[-0.15555555555555556],[0.05555555555555555],[1],[0],[0],[1.9610686999999416],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
49,0,49,[-0.31805555555555554],[0.26805555555555555],[1],[0],[0],[1.7098925000000236],['target'],49,0,49,0,75.46191820000013,,10,75.4383141000003,75.46191820000013,75.46191820000013,0.02039699999977529,77.14842530000033,[-0.31805555555555554],[0.26805555555555555],[1],[0],[0],[1.7098925000000236],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
50,0,50,[-0.015277777777777777],[-0.3194444444444444],[1],[0],[0],[1.6045798000000104],['target'],50,0,50,0,77.17910350000011,,5,77.16405160000022,77.17910350000011,77.17910350000011,0.015374600000086502,78.76886880000029,[-0.015277777777777777],[-0.3194444444444444],[1],[0],[0],[1.6045798000000104],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
51,0,51,[-0.12361111111111112],[-0.24166666666666667],[1],[0],[0],[1.1019173999998202],['target'],51,0,51,0,78.79517250000026,,5,78.78356040000017,78.79517250000026,78.79517250000026,0.01447760000019116,79.88570000000027,[-0.12361111111111112],[-0.24166666666666667],[1],[0],[0],[1.1019173999998202],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
52,0,52,[-0.175],[-0.027777777777777776],[1],[0],[0],[1.1496601999997438],['target'],52,0,52,0,79.91184330000033,,5,79.90213010000025,79.91184330000033,79.91184330000033,0.01623810000000958,81.05200300000024,[-0.175],[-0.027777777777777776],[1],[0],[0],[1.1496601999997438],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
53,0,53,[-0.13194444444444445],[0.2847222222222222],[1],[0],[0],[1.315107600000374],['target'],53,0,53,0,81.07895189999999,,5,81.06637850000016,81.07895189999999,81.07895189999999,0.014173200000186625,82.38168280000036,[-0.13194444444444445],[0.2847222222222222],[1],[0],[0],[1.315107600000374],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
54,0,54,[-0.1388888888888889],[0.43472222222222223],[1],[0],[0],[1.174366000000191],['target'],54,0,54,0,82.41228600000022,,5,82.3952806000002,82.41228600000022,82.41228600000022,0.013406699999904959,83.56985320000013,[-0.1388888888888889],[0.43472222222222223],[1],[0],[0],[1.174366000000191],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
55,0,55,[-0.12777777777777777],[0.4736111111111111],[1],[0],[0],[2.1352438999997503],['target'],55,0,55,0,83.59538760000032,,5,83.58355930000016,83.59538760000032,83.59538760000032,0.013494999999693391,85.71899690000009,[-0.12777777777777777],[0.4736111111111111],[1],[0],[0],[2.1352438999997503],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
56,0,56,[-0.28194444444444444],[0.16111111111111112],[1],[0],[0],[1.186420100000305],['target'],56,0,56,0,85.7458971000001,,5,85.73325260000001,85.7458971000001,85.7458971000001,0.014046600000256149,86.91986769999994,[-0.28194444444444444],[0.16111111111111112],[1],[0],[0],[1.186420100000305],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
57,0,57,[0.32083333333333336],[-0.26805555555555555],[1],[0],[0],[1.283967500000017],['target'],57,0,57,0,86.9455525000003,,5,86.93470000000025,86.9455525000003,86.9455525000003,0.014628699999775563,88.2188712000002,[0.32083333333333336],[-0.26805555555555555],[1],[0],[0],[1.283967500000017],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
58,0,58,[-0.24861111111111112],[0.4166666666666667],[1],[0],[0],[1.1827443999995921],['target'],58,0,58,0,88.24588340000037,,5,88.23285900000019,88.24588340000037,88.24588340000037,0.01373039999998582,89.41579470000033,[-0.24861111111111112],[0.4166666666666667],[1],[0],[0],[1.1827443999995921],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
59,0,59,[0.29583333333333334],[0.1375],[1],[0],[0],[1.9275137000004179],['target'],59,0,59,0,89.4629331000001,,10,89.43827610000017,89.4629331000001,89.4629331000001,0.0222831999999471,91.36600440000029,[0.29583333333333334],[0.1375],[1],[0],[0],[1.9275137000004179],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
60,0,60,[0.15694444444444444],[-0.29305555555555557],[1],[0],[0],[1.4937205999999605],['target'],60,0,60,0,91.41287990000001,,10,91.3888952000002,91.41287990000001,91.41287990000001,0.022613799999817275,92.88282079999999,[0.15694444444444444],[-0.29305555555555557],[1],[0],[0],[1.4937205999999605],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
61,0,61,[-0.21666666666666667],[-0.3277777777777778],[1],[0],[0],[2.160427599999821],['target'],61,0,61,0,92.92978140000014,,10,92.90519210000002,92.92978140000014,92.92978140000014,0.022108699999989767,95.0658499000001,[-0.21666666666666667],[-0.3277777777777778],[1],[0],[0],[2.160427599999821],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
