thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
62,0,62,[0.375],[0.2791666666666667],[1],[0],[0],[1.5260197000002336],['target'],62,0,62,0,95.11290570000028,,10,95.0943787000001,95.11290570000028,95.11290570000028,0.02812500000027285,96.620586,[0.375],[0.2791666666666667],[1],[0],[0],[1.5260197000002336],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
63,0,63,[0.0],[0.2],[1],[0],[0],[1.329316700000163],['target'],63,0,63,0,96.66334170000027,,10,96.64159480000035,96.66334170000027,96.66334170000027,0.02078110000002198,97.97110969999994,[0.0],[0.2],[1],[0],[0],[1.329316700000163],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
64,0,64,[-0.011111111111111112],[0.2972222222222222],[1],[0],[0],[1.0163093000001027],['target'],64,0,64,0,97.99651790000007,,5,97.9862836000002,97.99651790000007,97.99651790000007,0.014934900000298512,99.00278920000028,[-0.011111111111111112],[0.2972222222222222],[1],[0],[0],[1.0163093000001027],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
65,0,65,[-0.12777777777777777],[-0.14027777777777778],[1],[0],[0],[1.361576199999945],['target'],65,0,65,0,99.04650540000011,,10,99.02393329999995,99.04650540000011,99.04650540000011,0.020945499999925232,100.38571440000032,[-0.12777777777777777],[-0.14027777777777778],[1],[0],[0],[1.361576199999945],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
66,0,66,[0.4027777777777778],[-0.08611111111111111],[1],[0],[0],[1.543799200000194],['target'],66,0,66,0,100.4298530000001,,10,100.40932900000007,100.4298530000001,100.4298530000001,0.02337310000029902,101.95333329999994,[0.4027777777777778],[-0.08611111111111111],[1],[0],[0],[1.543799200000194],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
67,0,67,[0.23194444444444445],[0.2569444444444444],[1],[0],[0],[1.352889100000084],['target'],67,0,67,0,101.98028050000039,,5,101.96647490000032,101.98028050000039,101.98028050000039,0.01286130000016783,103.31956630000013,[0.23194444444444445],[0.2569444444444444],[1],[0],[0],[1.352889100000084],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
68,0,68,[-0.33194444444444443],[0.23472222222222222],[1],[0],[0],[1.719687199999953],['target'],68,0,68,0,103.34662700000035,,5,103.33349739999994,103.34662700000035,103.34662700000035,0.013736599999901955,105.05341970000018,[-0.33194444444444443],[0.23472222222222222],[1],[0],[0],[1.719687199999953],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
69,0,69,[-0.02638888888888889],[-0.36666666666666664],[1],[0],[0],[1.5950179000001299],['target'],69,0,69,0,105.09700360000033,,10,105.07563870000013,105.09700360000033,105.09700360000033,0.02200780000021041,106.67083950000006,[-0.02638888888888889],[-0.36666666666666664],[1],[0],[0],[1.5950179000001299],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
70,0,70,[-0.019444444444444445],[-0.1763888888888889],[1],[0],[0],[1.300730200000089],['target'],70,0,70,0,106.69720860000007,,5,106.68497750000006,106.69720860000007,106.69720860000007,0.013913700000102835,107.98589740000034,[-0.019444444444444445],[-0.1763888888888889],[1],[0],[0],[1.300730200000089],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
71,0,71,[-0.4486111111111111],[0.4527777777777778],[1],[0],[0],[2.12891049999962],['target'],71,0,71,0,108.03047960000004,,10,108.00836449999997,108.03047960000004,108.03047960000004,0.02226890000019921,110.1374836,[-0.4486111111111111],[0.4527777777777778],[1],[0],[0],[2.12891049999962],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
72,0,72,[-0.4513888888888889],[0.4638888888888889],[1],[0],[0],[2.0568192999999155],['target'],72,0,72,0,110.18059310000035,,10,110.15982510000003,110.18059310000035,110.18059310000035,0.02207860000044093,112.21685360000038,[-0.4513888888888889],[0.4638888888888889],[1],[0],[0],[2.0568192999999155],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
73,0,73,[-0.44722222222222224],[0.31666666666666665],[1],[0],[0],[0.9935447000002569],['target'],73,0,73,0,112.26403419999997,,10,112.23951930000021,112.26403419999997,112.26403419999997,0.02241550000007919,113.23332819999996,[-0.44722222222222224],[0.31666666666666665],[1],[0],[0],[0.9935447000002569],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
74,0,74,[-0.20277777777777778],[-0.029166666666666667],[1],[0],[0],[1.2815607000002274],['target'],74,0,74,0,113.26392910000004,,5,113.25465290000011,113.26392910000004,113.26392910000004,0.020859499999914988,114.53646230000004,[-0.20277777777777778],[-0.029166666666666667],[1],[0],[0],[1.2815607000002274],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
75,0,75,[-0.15],[0.4375],[1],[0],[0],[2.001261099999738],['target'],75,0,75,0,114.56446060000007,,5,114.55235380000022,114.56446060000007,114.56446060000007,0.015700399999786896,116.55383010000014,[-0.15],[0.4375],[1],[0],[0],[2.001261099999738],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
76,0,76,[-0.3458333333333333],[0.3625],[1],[0],[0],[5.035958700000265],['target'],76,0,76,0,116.58068700000013,,5,116.56739920000018,116.58068700000013,116.58068700000013,0.013349199999993289,121.60354580000012,[-0.3458333333333333],[0.3625],[1],[0],[0],[5.035958700000265],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
77,0,77,[-0.325],[-0.3875],[1],[0],[0],[2.3200807000002897],['target'],77,0,77,0,121.6312484,,5,121.6175059000002,121.6312484,121.6312484,0.013758900000084395,123.93777870000031,[-0.325],[-0.3875],[1],[0],[0],[2.3200807000002897],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
78,0,78,[-0.05694444444444444],[0.4652777777777778],[1],[0],[0],[2.519277299999885],['target'],78,0,78,0,123.96463660000018,,5,123.95215589999998,123.96463660000018,123.96463660000018,0.014172300000154792,126.47162700000035,[-0.05694444444444444],[0.4652777777777778],[1],[0],[0],[2.519277299999885],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
79,0,79,[-0.09027777777777778],[-0.325],[1],[0],[0],[1.4847721000001002],['target'],79,0,79,0,126.49821820000034,,5,126.48601780000035,126.49821820000034,126.49821820000034,0.014198700000179088,127.97097729999996,[-0.09027777777777778],[-0.325],[1],[0],[0],[1.4847721000001002],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
80,0,80,[0.32916666666666666],[0.1986111111111111],[1],[0],[0],[1.3932666999999128],['target'],80,0,80,0,128.0156505,,10,127.99467100000038,128.0156505,128.0156505,0.023478999999952066,129.3881190000002,[0.32916666666666666],[0.1986111111111111],[1],[0],[0],[1.3932666999999128],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
81,0,81,[0.24444444444444444],[0.02361111111111111],[1],[0],[0],[1.3338615999996364],['target'],81,0,81,0,129.4146842,,5,129.40263820000018,129.4146842,129.4146842,0.014245200000004843,130.73669180000024,[0.24444444444444444],[0.02361111111111111],[1],[0],[0],[1.3338615999996364],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
82,0,82,[0.06388888888888888],[-0.034722222222222224],[1],[0],[0],[1.3769053000000895],['target'],82,0,82,0,130.78075850000005,,10,130.7603107,130.78075850000005,130.78075850000005,0.023352100000010978,132.13741340000024,[0.06388888888888888],[-0.034722222222222224],[1],[0],[0],[1.3769053000000895],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
83,0,83,[-0.24722222222222223],[-0.2972222222222222],[1],[0],[0],[1.7317665000000488],['target'],83,0,83,0,132.18173530000013,,10,132.15696460000026,132.18173530000013,132.18173530000013,0.01930839999977252,133.88892110000006,[-0.24722222222222223],[-0.2972222222222222],[1],[0],[0],[1.7317665000000488],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
84,0,84,[-0.11805555555555555],[0.31666666666666665],[1],[0],[0],[1.2262515000002168],['target'],84,0,84,0,133.93202840000004,,10,133.9122728000002,133.93202840000004,133.93202840000004,0.023122999999941385,135.13875499999995,[-0.11805555555555555],[0.31666666666666665],[1],[0],[0],[1.2262515000002168],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
85,0,85,[0.12638888888888888],[-0.3736111111111111],[1],[0],[0],[1.5175839999997152],['target'],85,0,85,0,135.16502949999995,,5,135.15091040000016,135.16502949999995,135.16502949999995,0.011931700000332057,136.66862730000003,[0.12638888888888888],[-0.3736111111111111],[1],[0],[0],[1.5175839999997152],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
86,0,86,[-0.24583333333333332],[0.325],[1],[0],[0],[1.2190267999999378],['target'],86,0,86,0,136.69889290000037,,10,136.68528530000003,136.69889290000037,136.69889290000037,0.016561799999635696,137.90461460000006,[-0.24583333333333332],[0.325],[1],[0],[0],[1.2190267999999378],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
87,0,87,[0.5069444444444444],[-0.14722222222222223],[1],[0],[0],[1.467877000000044],['target'],87,0,87,0,137.93210750000026,,5,137.91967999999997,137.93210750000026,137.93210750000026,0.014803000000028987,139.3877424000002,[0.5069444444444444],[-0.14722222222222223],[1],[0],[0],[1.467877000000044],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
88,0,88,[0.16527777777777777],[0.3],[1],[0],[0],[2.1463087000001906],['target'],88,0,88,0,139.4323614,,10,139.40877450000016,139.4323614,139.4323614,0.02084500000000844,141.55527280000024,[0.16527777777777777],[0.3],[1],[0],[0],[2.1463087000001906],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
89,0,89,[-0.022222222222222223],[-0.29444444444444445],[1],[0],[0],[1.5810100999997303],['target'],89,0,89,0,141.59889210000028,,10,141.57474679999996,141.59889210000028,141.59889210000028,0.019249999999829015,143.15595220000023,[-0.022222222222222223],[-0.29444444444444445],[1],[0],[0],[1.5810100999997303],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
90,0,90,[0.3472222222222222],[0.015277777777777777],[1],[0],[0],[1.4715099999998529],['target'],90,0,90,0,143.18259030000036,,5,143.1675421,143.18259030000036,143.18259030000036,0.01135229999999865,144.63926579999998,[0.3472222222222222],[0.015277777777777777],[1],[0],[0],[1.4715099999998529],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
91,0,91,[0.15694444444444444],[-0.43472222222222223],[1],[0],[0],[2.1443019000003005],['target'],91,0,91,0,144.68257360000007,,10,144.65983790000018,144.68257360000007,144.68257360000007,0.020334700000148587,146.8043579,[0.15694444444444444],[-0.43472222222222223],[1],[0],[0],[2.1443019000003005],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
92,0,92,[0.029166666666666667],[-0.35138888888888886],[1],[0],[0],[1.0865335999997114],['target'],92,0,92,0,146.8315987000001,,5,146.81930839999995,146.8315987000001,146.8315987000001,0.01463709999961793,147.9060416000002,[0.029166666666666667],[-0.35138888888888886],[1],[0],[0],[1.0865335999997114],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
93,0,93,[0.35],[-0.38333333333333336],[1],[0],[0],[1.3336017999999967],['target'],93,0,93,0,147.93258070000002,,5,147.9213966000002,147.93258070000002,147.93258070000002,0.01516589999982898,149.25519460000032,[0.35],[-0.38333333333333336],[1],[0],[0],[1.3336017999999967],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
94,0,94,[0.29444444444444445],[0.15833333333333333],[1],[0],[0],[1.4369274999999107],['target'],94,0,94,0,149.28294270000015,,5,149.26803540000037,149.28294270000015,149.28294270000015,0.012590600000294216,150.70514570000023,[0.29444444444444445],[0.15833333333333333],[1],[0],[0],[1.4369274999999107],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
95,0,95,[-0.4888888888888889],[-0.07222222222222222],[1],[0],[0],[1.5037537999996857],['target'],95,0,95,0,150.73317940000015,,5,150.71928490000028,150.73317940000015,150.73317940000015,0.013957199999822478,152.22323770000003,[-0.4888888888888889],[-0.07222222222222222],[1],[0],[0],[1.5037537999996857],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
96,0,96,[-0.13055555555555556],[0.3333333333333333],[1],[0],[0],[1.9274287999996886],['target'],96,0,96,0,152.2660238000003,,10,152.24576750000006,152.2660238000003,152.2660238000003,0.02232640000011088,154.17345160000013,[-0.13055555555555556],[0.3333333333333333],[1],[0],[0],[1.9274287999996886],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
97,0,97,[-0.13472222222222222],[-0.1638888888888889],[1],[0],[0],[1.7265074000001732],['target'],97,0,97,0,154.21635570000035,,10,154.19319440000027,154.21635570000035,154.21635570000035,0.01950459999989107,155.9199563000002,[-0.13472222222222222],[-0.1638888888888889],[1],[0],[0],[1.7265074000001732],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
98,0,98,[-0.015277777777777777],[-0.1527777777777778],[1],[0],[0],[1.4498607999998967],['target'],98,0,98,0,155.94977850000032,,10,155.93955600000027,155.94977850000032,155.94977850000032,0.01934879999998884,157.3896138,[-0.015277777777777777],[-0.1527777777777778],[1],[0],[0],[1.4498607999998967],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
99,0,99,[0.14444444444444443],[-0.059722222222222225],[1],[0],[0],[1.4622669000000315],['target'],99,0,99,0,157.43319629999996,,10,157.40924680000035,157.43319629999996,157.43319629999996,0.019374099999822647,158.8717388,[0.14444444444444443],[-0.059722222222222225],[1],[0],[0],[1.4622669000000315],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
100,0,100,[0.12083333333333333],[0.06805555555555555],[1],[0],[0],[1.1837637999997241],['target'],100,0,100,0,158.89966700000014,,5,158.88937310000028,158.89966700000014,158.89966700000014,0.01721319999978732,160.07333590000007,[0.12083333333333333],[0.06805555555555555],[1],[0],[0],[1.1837637999997241],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
101,0,101,[-0.14444444444444443],[-0.13194444444444445],[1],[0],[0],[1.2036321000000498],['target'],101,0,101,0,160.10008500000004,,5,160.0865815000002,160.10008500000004,160.10008500000004,0.0130447000001368,161.29040239999995,[-0.14444444444444443],[-0.13194444444444445],[1],[0],[0],[1.2036321000000498],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
102,0,102,[-0.31805555555555554],[-0.04861111111111111],[1],[0],[0],[1.2608557000003202],['target'],102,0,102,0,161.33348270000033,,10,161.31407200000012,161.33348270000033,161.33348270000033,0.023482899999635265,162.57512130000032,[-0.31805555555555554],[-0.04861111111111111],[1],[0],[0],[1.2608557000003202],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
103,0,103,[-0.33194444444444443],[0.46805555555555556],[1],[0],[0],[2.9118273000003683],['target'],103,0,103,0,162.61678770000026,,10,162.59527389999994,162.61678770000026,162.61678770000026,0.019937400000344496,165.50729580000007,[-0.33194444444444443],[0.46805555555555556],[1],[0],[0],[2.9118273000003683],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
104,0,104,[-0.44722222222222224],[0.19027777777777777],[1],[0],[0],[1.6656308999999965],['target'],104,0,104,0,165.53363820000004,,5,165.5237621000001,165.53363820000004,165.53363820000004,0.01624039999978777,167.18959190000032,[-0.44722222222222224],[0.19027777777777777],[1],[0],[0],[1.6656308999999965],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
105,0,105,[0.044444444444444446],[-0.1375],[1],[0],[0],[1.2514184999999998],['target'],105,0,105,0,167.216993,,5,167.20529420000003,167.216993,167.216993,0.015475799999876472,168.45693250000022,[0.044444444444444446],[-0.1375],[1],[0],[0],[1.2514184999999998],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
106,0,106,[0.08472222222222223],[-0.3486111111111111],[1],[0],[0],[1.6866573000002063],['target'],106,0,106,0,168.48411890000034,,5,168.47010060000002,168.48411890000034,168.48411890000034,0.012975699999969947,170.15695200000027,[0.08472222222222223],[-0.3486111111111111],[1],[0],[0],[1.6866573000002063],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
107,0,107,[-0.37916666666666665],[-0.11666666666666667],[1],[0],[0],[1.2668580999998085],['target'],107,0,107,0,170.18404899999996,,5,170.16966590000038,170.18404899999996,170.18404899999996,0.012536599999748432,171.4367572000001,[-0.37916666666666665],[-0.11666666666666667],[1],[0],[0],[1.2668580999998085],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
108,0,108,[0.3736111111111111],[-0.4097222222222222],[1],[0],[0],[1.3858807999999954],['target'],108,0,108,0,171.4675596000002,,5,171.45385020000003,171.4675596000002,171.4675596000002,0.01674940000020797,172.8399403000003,[0.3736111111111111],[-0.4097222222222222],[1],[0],[0],[1.3858807999999954],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
109,0,109,[0.3902777777777778],[-0.07222222222222222],[1],[0],[0],[1.5618669999998929],['target'],109,0,109,0,172.88412040000003,,10,172.86047989999997,172.88412040000003,172.88412040000003,0.020339100000001054,174.42255380000006,[0.3902777777777778],[-0.07222222222222222],[1],[0],[0],[1.5618669999998929],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
110,0,110,[-0.30833333333333335],[0.14583333333333334],[1],[0],[0],[1.6381482000001597],['target'],110,0,110,0,174.45060990000002,,5,174.43687960000034,174.45060990000002,174.45060990000002,0.014071399999920686,176.07521700000007,[-0.30833333333333335],[0.14583333333333334],[1],[0],[0],[1.6381482000001597],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
111,0,111,[-0.21944444444444444],[0.35138888888888886],[1],[0],[0],[1.308597700000064],['target'],111,0,111,0,176.1174417000002,,10,176.09932900000013,176.1174417000002,176.1174417000002,0.02391689999967639,177.40812010000036,[-0.21944444444444444],[0.35138888888888886],[1],[0],[0],[1.308597700000064],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
112,0,112,[0.45694444444444443],[0.17916666666666667],[1],[0],[0],[1.6299199000000044],['target'],112,0,112,0,177.45136739999998,,10,177.42796150000004,177.45136739999998,177.45136739999998,0.019606000000294443,179.05807870000035,[0.45694444444444443],[0.17916666666666667],[1],[0],[0],[1.6299199000000044],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
113,0,113,[0.12777777777777777],[0.4125],[1],[0],[0],[2.444645000000037],['target'],113,0,113,0,179.10100740000007,,10,179.07913830000007,179.10100740000007,179.10100740000007,0.020803800000066985,181.52400460000035,[0.12777777777777777],[0.4125],[1],[0],[0],[2.444645000000037],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
114,0,114,[-0.3402777777777778],[-0.18194444444444444],[1],[0],[0],[1.434885000000122],['target'],114,0,114,0,181.5515432000002,,5,181.53897040000038,181.5515432000002,181.5515432000002,0.014696900000217283,182.9740469000003,[-0.3402777777777778],[-0.18194444444444444],[1],[0],[0],[1.434885000000122],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
115,0,115,[-0.3875],[0.06944444444444445],[1],[0],[0],[1.692450000000008],['target'],115,0,115,0,183.01804600000014,,10,182.99470940000037,183.01804600000014,183.01804600000014,0.020428899999842542,184.68736790000003,[-0.3875],[0.06944444444444445],[1],[0],[0],[1.692450000000008],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
116,0,116,[-0.11666666666666667],[-0.45416666666666666],[1],[0],[0],[1.407387099999596],['target'],116,0,116,0,184.71872910000002,,5,184.70006230000035,184.71872910000002,184.71872910000002,0.012399600000208011,186.1076406000002,[-0.11666666666666667],[-0.45416666666666666],[1],[0],[0],[1.407387099999596],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
117,0,117,[-0.31666666666666665],[0.002777777777777778],[1],[0],[0],[1.1529130999997506],['target'],117,0,117,0,186.13493600000038,,5,186.1211712000004,186.13493600000038,186.13493600000038,0.013323600000148872,187.2742846000001,[-0.31666666666666665],[0.002777777777777778],[1],[0],[0],[1.1529130999997506],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
118,0,118,[-0.18333333333333332],[0.09027777777777778],[1],[0],[0],[2.043732199999795],['target'],118,0,118,0,187.31809380000004,,10,187.297689,187.31809380000004,187.31809380000004,0.02321769999980461,189.34162670000023,[-0.18333333333333332],[0.09027777777777778],[1],[0],[0],[2.043732199999795],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
119,0,119,[0.375],[0.375],[1],[0],[0],[1.9683735999997225],['target'],119,0,119,0,189.36819920000016,,5,189.35616430000027,189.36819920000016,189.36819920000016,0.014266300000144838,191.32473449999998,[0.375],[0.375],[1],[0],[0],[1.9683735999997225],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
120,0,120,[-0.30972222222222223],[0.2222222222222222],[1],[0],[0],[1.1954664999998386],['target'],120,0,120,0,191.3682606000002,,10,191.3465782000003,191.3682606000002,191.3682606000002,0.021647099999881902,192.54224490000024,[-0.30972222222222223],[0.2222222222222222],[1],[0],[0],[1.1954664999998386],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
121,0,121,[-0.006944444444444444],[0.425],[1],[0],[0],[1.8448318999999174],['target'],121,0,121,0,192.58508950000032,,10,192.56492740000022,192.58508950000032,192.58508950000032,0.022438299999976152,194.4099438000003,[-0.006944444444444444],[0.425],[1],[0],[0],[1.8448318999999174],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
122,0,122,[0.4861111111111111],[-0.08611111111111111],[1],[0],[0],[1.5680716000001667],['target'],122,0,122,0,194.4352801,,5,194.42426580000028,194.4352801,194.4352801,0.014028900000084832,195.99252950000027,[0.4861111111111111],[-0.08611111111111111],[1],[0],[0],[1.5680716000001667],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
123,0,123,[-0.3680555555555556],[-0.1375],[1],[0],[0],[1.2368543000002319],['target'],123,0,123,0,196.01846090000026,,5,196.00568500000008,196.01846090000026,196.01846090000026,0.012954799999988609,197.24273300000004,[-0.3680555555555556],[-0.1375],[1],[0],[0],[1.2368543000002319],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
124,0,124,[-0.2569444444444444],[0.4083333333333333],[1],[0],[0],[1.743760399999701],['target'],124,0,124,0,197.28530590000037,,10,197.2644868000002,197.28530590000037,197.28530590000037,0.02154740000014499,199.0084412000001,[-0.2569444444444444],[0.4083333333333333],[1],[0],[0],[1.743760399999701],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
125,0,125,[-0.09166666666666666],[-0.49166666666666664],[1],[0],[0],[2.693097399999715],['target'],125,0,125,0,199.05211099999997,,10,199.0314112000001,199.05211099999997,199.05211099999997,0.022734099999979662,201.72469470000033,[-0.09166666666666666],[-0.49166666666666664],[1],[0],[0],[2.693097399999715],['target'],0004,001,2025-09-30_16h52.41.627,Visual search 2,,2025.1.1,60.03777576844817,2025-09-30 16h52.50.471007 +0530,
