thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,Fixation.stopped,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
114,0,114,[0.29444444444444445],[0.45694444444444443],[1],[0],[0],[3.774424400064163],['Target'],114,0,114,0,191.80666410003323,,10,191.78685570007656,191.80666410003323,191.80666410003323,0.027861799928359687,192.80883560003713,195.56141650001518,[0.29444444444444445],[0.45694444444444443],[1],[0],[0],[3.774424400064163],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
115,0,115,[0.19444444444444445],[-0.4027777777777778],[1],[0],[0],[2.2130819999147207],[None],115,0,115,0,195.6068310000701,,5,195.5817909000907,195.6068310000701,195.6068310000701,0.0200741000007838,196.608211300103,197.79496750002727,[0.19444444444444445],[-0.4027777777777778],[1],[0],[0],[2.2130819999147207],[None],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
116,0,116,[0.019444444444444445],[-0.4444444444444444],[1],[0],[0],[1.632227300084196],['Target'],116,0,116,0,197.85635690006893,,10,197.82865400006995,197.85635690006893,197.85635690006893,0.03330909996293485,198.85831390006933,199.461000100011,[0.019444444444444445],[-0.4444444444444444],[1],[0],[0],[1.632227300084196],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
117,0,117,[0.18611111111111112],[0.24166666666666667],[1],[0],[0],[1.1837009999435395],['Target'],117,0,117,0,199.48990380007308,,5,199.4800690000411,199.48990380007308,199.48990380007308,0.018859999952837825,200.4918504001107,200.66377860005014,[0.18611111111111112],[0.24166666666666667],[1],[0],[0],[1.1837009999435395],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
118,0,118,[-0.2916666666666667],[0.2625],[1],[0],[0],[2.982559400028549],['Target'],118,0,118,0,200.7238769000396,,10,200.69672550004907,200.7238769000396,200.7238769000396,0.032669899985194206,201.725613500108,203.67937230004463,[-0.2916666666666667],[0.2625],[1],[0],[0],[2.982559400028549],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
119,0,119,[-0.41944444444444445],[0.25833333333333336],[1],[0],[0],[0.9665345000103116],['Target'],119,0,119,0,203.74096930003725,,10,203.71196159999818,203.74096930003725,203.74096930003725,0.03237909998279065,,204.6785944000585,[-0.41944444444444445],[0.25833333333333336],[1],[0],[0],[0.9665345000103116],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
120,0,120,[0.36527777777777776],[0.375],[1],[0],[0],[1.8025466999970376],['Target'],120,0,120,0,204.72404570004437,,10,204.7078910000855,204.72404570004437,204.72404570004437,0.02911939995829016,205.7260024000425,206.51054570009,[0.36527777777777776],[0.375],[1],[0],[0],[1.8025466999970376],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
121,0,121,[0.4888888888888889],[-0.2791666666666667],[1],[0],[0],[1.2174832000164315],['Target'],121,0,121,0,206.5415986001026,,5,206.5282739000395,206.5415986001026,206.5415986001026,0.017506999894976616,207.54265240009408,207.74586860009003,[0.4888888888888889],[-0.2791666666666667],[1],[0],[0],[1.2174832000164315],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
122,0,122,[0.2388888888888889],[0.19722222222222222],[1],[0],[0],[1.0826210000086576],['Target'],122,0,122,0,207.80710560001899,,10,207.77858939999714,207.80710560001899,207.80710560001899,0.03244620002806187,208.80902320006862,208.86130910005886,[0.2388888888888889],[0.19722222222222222],[1],[0],[0],[1.0826210000086576],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
123,0,123,[0.44027777777777777],[-0.10416666666666667],[1],[0],[0],[1.000189899932593],['Target'],123,0,123,0,208.8904636000516,,5,208.8786848000018,208.8904636000516,208.8904636000516,0.017181699979119003,209.92396460007876,209.87898220005445,[0.44027777777777777],[-0.10416666666666667],[1],[0],[0],[1.000189899932593],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
124,0,124,[0.025],[0.31666666666666665],[1],[0],[0],[1.0698572000255808],['Target'],124,0,124,0,209.92396460007876,,10,209.90948860009667,209.92396460007876,209.92396460007876,0.030262500047683716,210.92566940002143,210.9794323000824,[0.025],[0.31666666666666665],[1],[0],[0],[1.0698572000255808],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
125,0,125,[-0.40694444444444444],[0.29305555555555557],[1],[0],[0],[1.6819337999913841],['Target'],125,0,125,0,211.00734210002702,,5,210.9955898000626,211.00734210002702,211.00734210002702,0.01597900001797825,212.008310800069,212.67759840004146,[-0.40694444444444444],[0.29305555555555557],[1],[0],[0],[1.6819337999913841],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
126,0,126,[-0.19583333333333333],[0.44166666666666665],[1],[0],[0],[1.748557100072503],['Target'],126,0,126,0,212.7078628001036,,5,212.69602540007327,212.7078628001036,212.7078628001036,0.018304600031115115,213.70850380009506,214.44464670005254,[-0.19583333333333333],[0.44166666666666665],[1],[0],[0],[1.748557100072503],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
127,0,127,[0.016666666666666666],[-0.25833333333333336],[1],[0],[0],[1.2011102000251412],['Target'],127,0,127,0,214.47460840002168,,5,214.45984320004936,214.47460840002168,214.47460840002168,0.015079399920068681,215.47604080010206,215.6610313000856,[0.016666666666666666],[-0.25833333333333336],[1],[0],[0],[1.2011102000251412],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
128,0,128,[-0.3194444444444444],[-0.23055555555555557],[1],[0],[0],[1.8487428999505937],['Target'],128,0,128,0,215.69144230009988,,5,215.679081600043,215.69144230009988,215.69144230009988,0.017874999903142452,216.6924800000852,217.52795000001788,[-0.3194444444444444],[-0.23055555555555557],[1],[0],[0],[1.8487428999505937],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
129,0,129,[-0.25555555555555554],[0.21805555555555556],[1],[0],[0],[1.3179290000116453],['Target'],129,0,129,0,217.5743722000625,,10,217.55863640003372,217.5743722000625,217.5743722000625,0.030474300030618906,218.57642360008322,218.8766323000891,[-0.25555555555555554],[0.21805555555555556],[1],[0],[0],[1.3179290000116453],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
130,0,130,[0.20694444444444443],[0.0625],[1],[0],[0],[1.0372961999382824],['Target'],130,0,130,0,218.90745890000835,,5,218.89194030000363,218.90745890000835,218.90745890000835,0.015165899996645749,219.9095806000987,219.92931590008084,[0.20694444444444443],[0.0625],[1],[0],[0],[1.0372961999382824],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
131,0,131,[0.015277777777777777],[-0.40694444444444444],[1],[0],[0],[1.3529267000267282],['Target'],131,0,131,0,219.9747540000826,,10,219.95889890007675,219.9747540000826,219.9747540000826,0.02892850001808256,220.9756360000465,221.31190280010924,[0.015277777777777777],[-0.40694444444444444],[1],[0],[0],[1.3529267000267282],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
132,0,132,[0.1527777777777778],[-0.18055555555555555],[1],[0],[0],[1.5871448999969289],['Target'],132,0,132,0,221.35780630004592,,10,221.342003100086,221.35780630004592,221.35780630004592,0.029944999958388507,222.36009980004746,222.92927960003726,[0.1527777777777778],[-0.18055555555555555],[1],[0],[0],[1.5871448999969289],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
133,0,133,[0.4736111111111111],[-0.0125],[1],[0],[0],[2.154331999947317],['Target'],133,0,133,0,222.97452909999993,,10,222.95809710002504,222.97452909999993,222.97452909999993,0.028476200066506863,223.97617110004649,225.11252340010833,[0.4736111111111111],[-0.0125],[1],[0],[0],[2.154331999947317],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
134,0,134,[-0.02638888888888889],[-0.2125],[1],[0],[0],[2.0278456999221817],['Target'],134,0,134,0,225.14125360001344,,5,225.1329848000314,225.14125360001344,225.14125360001344,0.02026689995545894,226.14356190001126,227.16089270007797,[-0.02638888888888889],[-0.2125],[1],[0],[0],[2.0278456999221817],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
135,0,135,[0.4513888888888889],[-0.3125],[1],[0],[0],[1.5554871000349522],['Target'],135,0,135,0,227.2081909000408,,10,227.19025290000718,227.2081909000408,227.2081909000408,0.029247600003145635,228.20981950010173,228.74586800008547,[0.4513888888888889],[-0.3125],[1],[0],[0],[1.5554871000349522],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
136,0,136,[0.006944444444444444],[0.10277777777777777],[1],[0],[0],[2.046955099911429],['Target'],136,0,136,0,228.77495190000627,,5,228.76351920003071,228.77495190000627,228.77495190000627,0.01738619990646839,229.77637720003258,230.81053330004215,[0.006944444444444444],[0.10277777777777777],[1],[0],[0],[2.046955099911429],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
137,0,137,[0.21944444444444444],[0.1111111111111111],[1],[0],[0],[1.4892625000793487],['Target'],137,0,137,0,230.8581991000101,,10,230.83914070005994,230.8581991000101,230.8581991000101,0.02847619995009154,231.8598757000873,232.32847530010622,[0.21944444444444444],[0.1111111111111111],[1],[0],[0],[1.4892625000793487],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
138,0,138,[0.10555555555555556],[-0.20833333333333334],[1],[0],[0],[1.6205954999895766],['Target'],138,0,138,0,232.3751346000936,,10,232.35746660002042,232.3751346000936,232.3751346000936,0.028853100026026368,233.37618950009346,233.97812460002024,[0.10555555555555556],[-0.20833333333333334],[1],[0],[0],[1.6205954999895766],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
139,0,139,[0.2013888888888889],[-0.21666666666666667],[1],[0],[0],[0.9197937999852002],['Target'],139,0,139,0,234.00844750006218,,5,233.99356950004585,234.00844750006218,234.00844750006218,0.0153019999852404,,234.9134589000605,[0.2013888888888889],[-0.21666666666666667],[1],[0],[0],[0.9197937999852002],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
140,0,140,[0.14444444444444443],[-0.025],[1],[0],[0],[0.766425900044851],['Target'],140,0,140,0,234.94205830001738,,5,234.9304464000743,234.94205830001738,234.94205830001738,0.016801699995994568,,235.69703910010867,[0.14444444444444443],[-0.025],[1],[0],[0],[0.766425900044851],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
141,0,141,[0.5027777777777778],[-0.2777777777777778],[1],[0],[0],[1.3964115000562742],['Target'],141,0,141,0,235.75897620001342,,10,235.7320959001081,235.75897620001342,235.75897620001342,0.03478939994238317,236.7600510000484,237.12933800008614,[0.5027777777777778],[-0.2777777777777778],[1],[0],[0],[1.3964115000562742],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
142,0,142,[-0.09861111111111111],[-0.05555555555555555],[1],[0],[0],[1.2655932999914512],['Target'],142,0,142,0,237.15870260004885,,5,237.14667400007602,237.15870260004885,237.15870260004885,0.01702969998586923,238.16136380005628,238.41234190005343,[-0.09861111111111111],[-0.05555555555555555],[1],[0],[0],[1.2655932999914512],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
143,0,143,[-0.49444444444444446],[0.4652777777777778],[1],[0],[0],[1.9667406999506056],['Target'],143,0,143,0,238.44213000009768,,5,238.42982449999545,238.44213000009768,238.44213000009768,0.017360900063067675,239.44453150010668,240.3966707000509,[-0.49444444444444446],[0.4652777777777778],[1],[0],[0],[1.9667406999506056],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
144,0,144,[0.25833333333333336],[0.29583333333333334],[1],[0],[0],[1.065333200036548],['Target'],144,0,144,0,240.42560270009562,,5,240.41496510000434,240.42560270009562,240.42560270009562,0.018041100003756583,241.42705220007338,241.48052790004294,[0.25833333333333336],[0.29583333333333334],[1],[0],[0],[1.065333200036548],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
145,0,145,[0.45555555555555555],[-0.15694444444444444],[1],[0],[0],[1.5353562999516726],['Target'],145,0,145,0,241.52536390000023,,10,241.50903539999854,241.52536390000023,241.52536390000023,0.02827380003873259,242.52679510007147,243.04446330002975,[0.45555555555555555],[-0.15694444444444444],[1],[0],[0],[1.5353562999516726],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
146,0,146,[-0.33611111111111114],[0.0125],[1],[0],[0],[1.3523364000720903],['Target'],146,0,146,0,243.10905430000275,,10,243.07676680001896,243.10905430000275,243.10905430000275,0.032149899983778596,244.11009010009002,244.42919010005426,[-0.33611111111111114],[0.0125],[1],[0],[0],[1.3523364000720903],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
147,0,147,[-0.08055555555555556],[-0.2763888888888889],[1],[0],[0],[1.615880599943921],['Target'],147,0,147,0,244.45900410006288,,5,244.4465407000389,244.45900410006288,244.45900410006288,0.017141599906608462,245.4604894000804,246.0624967000913,[-0.08055555555555556],[-0.2763888888888889],[1],[0],[0],[1.615880599943921],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
148,0,148,[0.3958333333333333],[0.3138888888888889],[1],[0],[0],[1.603701899992302],['Target'],148,0,148,0,246.10891920002177,,10,246.09330490010325,246.10891920002177,246.10891920002177,0.030681299977004528,247.11049099999946,247.69710660004057,[0.3958333333333333],[0.3138888888888889],[1],[0],[0],[1.603701899992302],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
149,0,149,[0.07361111111111111],[-0.13472222222222222],[1],[0],[0],[1.9979606999550015],['Target'],149,0,149,0,247.75907930009998,,10,247.73093340010382,247.75907930009998,247.75907930009998,0.03357029997278005,248.76139670005068,249.72897520009428,[0.07361111111111111],[-0.13472222222222222],[1],[0],[0],[1.9979606999550015],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
150,0,150,[-0.28194444444444444],[0.2013888888888889],[1],[0],[0],[1.317034599953331],['Target'],150,0,150,0,249.7929755001096,,10,249.7639860000927,249.7929755001096,249.7929755001096,0.03482649999205023,250.79478820005897,251.0811151000671,[-0.28194444444444444],[0.2013888888888889],[1],[0],[0],[1.317034599953331],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
151,0,151,[-0.46111111111111114],[0.18194444444444444],[1],[0],[0],[2.4867984000593424],['Target'],151,0,151,0,251.12618490005843,,10,251.11132050002925,251.12618490005843,251.12618490005843,0.029997800011187792,252.12920960003976,253.5982348000398,[-0.46111111111111114],[0.18194444444444444],[1],[0],[0],[2.4867984000593424],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
152,0,152,[0.06666666666666667],[-0.18472222222222223],[1],[0],[0],[2.1191937000257894],['Target'],152,0,152,0,253.64292830007616,,10,253.62836240010802,253.64292830007616,253.64292830007616,0.029911400051787496,254.6449962001061,255.74762770009693,[0.06666666666666667],[-0.18472222222222223],[1],[0],[0],[2.1191937000257894],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
153,0,153,[-0.4875],[0.46111111111111114],[1],[0],[0],[1.6008985999505967],['Target'],153,0,153,0,255.7931646000361,,10,255.77866900002118,255.7931646000361,255.7931646000361,0.030896400101482868,256.7941071999958,257.37962820008397,[-0.4875],[0.46111111111111114],[1],[0],[0],[1.6008985999505967],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
154,0,154,[0.4625],[-0.016666666666666666],[1],[0],[0],[2.5672546999994665],['Target'],154,0,154,0,257.4098870001035,,5,257.3960917000659,257.4098870001035,257.4098870001035,0.01631989993620664,258.4112737000687,259.9634283001069,[0.4625],[-0.016666666666666666],[1],[0],[0],[2.5672546999994665],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
155,0,155,[0.44583333333333336],[-0.3138888888888889],[1],[0],[0],[2.532486899988726],['Target'],155,0,155,0,259.9928543000715,,5,259.9808150000172,259.9928543000715,259.9928543000715,0.017267800052650273,260.99456640006974,262.5133671000367,[0.44583333333333336],[-0.3138888888888889],[1],[0],[0],[2.532486899988726],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
156,0,156,[0.3402777777777778],[0.1388888888888889],[1],[0],[0],[3.0269520999863744],['Target'],156,0,156,0,262.5602168000769,,10,262.53863290010486,262.5602168000769,262.5602168000769,0.02514589997008443,263.56250890006777,265.56569670001045,[0.3402777777777778],[0.1388888888888889],[1],[0],[0],[3.0269520999863744],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
157,0,157,[0.13472222222222222],[-0.04861111111111111],[1],[0],[0],[1.149144700029865],['Target'],157,0,157,0,265.5936711000977,,5,265.5837546000257,265.5936711000977,265.5936711000977,0.01781470002606511,266.59457830002066,266.7329807000933,[0.13472222222222222],[-0.04861111111111111],[1],[0],[0],[1.149144700029865],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
158,0,158,[-0.3333333333333333],[-0.09305555555555556],[1],[0],[0],[1.3195184000069275],['Target'],158,0,158,0,266.77691620006226,,10,266.7613335000351,266.77691620006226,266.77691620006226,0.028184999944642186,267.77856590005103,268.08094400004484,[-0.3333333333333333],[-0.09305555555555556],[1],[0],[0],[1.3195184000069275],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
159,0,159,[-0.4875],[-0.12361111111111112],[1],[0],[0],[1.4001011999789625],['Target'],159,0,159,0,268.110999800032,,5,268.0979248000076,268.110999800032,268.110999800032,0.016829000087454915,269.1117830000585,269.49810080009047,[-0.4875],[-0.12361111111111112],[1],[0],[0],[1.4001011999789625],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
160,0,160,[-0.14583333333333334],[-0.020833333333333332],[1],[0],[0],[1.0483141000149772],['Target'],160,0,160,0,269.527596800006,,5,269.51661760010757,269.527596800006,269.527596800006,0.018177299993112683,270.5282896000426,270.5650161000667,[-0.14583333333333334],[-0.020833333333333332],[1],[0],[0],[1.0483141000149772],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
161,0,161,[0.14444444444444443],[-0.12638888888888888],[1],[0],[0],[0.935169400065206],[None],161,0,161,0,270.5939831000287,,5,270.5803974000737,270.5939831000287,270.5939831000287,0.015214500017464161,,271.51575550006237,[0.14444444444444443],[-0.12638888888888888],[1],[0],[0],[0.935169400065206],[None],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
162,0,162,[0.08611111111111111],[0.375],[1],[0],[0],[1.2837854999816045],['Target'],162,0,162,0,271.54358180006966,,5,271.53354820003733,271.54358180006966,271.54358180006966,0.017618500045500696,272.5457738999976,272.8174699000083,[0.08611111111111111],[0.375],[1],[0],[0],[1.2837854999816045],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
163,0,163,[0.011111111111111112],[0.40555555555555556],[1],[0],[0],[1.0402386999921873],['Target'],163,0,163,0,272.8769938000478,,10,272.8572558000451,272.8769938000478,272.8769938000478,0.03949210001155734,273.879175900016,273.89765160006937,[0.011111111111111112],[0.40555555555555556],[1],[0],[0],[1.0402386999921873],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
164,0,164,[-0.06111111111111111],[0.33055555555555555],[1],[0],[0],[0.7675189999863505],['Target'],164,0,164,0,274.0106194000691,,10,273.9973064000951,274.0106194000691,274.0106194000691,0.09927500004414469,,274.76495530002285,[-0.06111111111111111],[0.33055555555555555],[1],[0],[0],[0.7675189999863505],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
165,0,165,[-0.33055555555555555],[-0.034722222222222224],[1],[0],[0],[1.500502800103277],['Target'],165,0,165,0,274.8108332999982,,10,274.7958425000543,274.8108332999982,274.8108332999982,0.030600299942307174,275.8132720000576,276.2964197000256,[-0.33055555555555555],[-0.034722222222222224],[1],[0],[0],[1.500502800103277],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
166,0,166,[-0.05],[0.45],[1],[0],[0],[1.2076718000462279],['Target'],166,0,166,0,276.3442351000849,,10,276.32241090002935,276.3442351000849,276.3442351000849,0.025843400042504072,277.34623620007187,277.5301528000273,[-0.05],[0.45],[1],[0],[0],[1.2076718000462279],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
167,0,167,[0.07222222222222222],[-0.09861111111111111],[1],[0],[0],[1.6720209000632167],[None],167,0,167,0,277.5617148000747,,5,277.54390370007604,277.5617148000747,277.5617148000747,0.013606399996206164,278.5624759000493,279.2160349000478,[0.07222222222222222],[-0.09861111111111111],[1],[0],[0],[1.6720209000632167],[None],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
168,0,168,[-0.4861111111111111],[0.425],[1],[0],[0],[2.26375039992854],[None],168,0,168,0,279.245276200003,,5,279.23536170006264,279.245276200003,279.245276200003,0.01912310009356588,280.24681680009235,281.49925710004754,[-0.4861111111111111],[0.425],[1],[0],[0],[2.26375039992854],[None],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
169,0,169,[0.2763888888888889],[-0.05],[1],[0],[0],[1.798141699982807],['Target'],169,0,169,0,281.5453377000522,,5,281.51961489999667,281.5453377000522,281.5453377000522,0.020073399995453656,282.5472489000531,283.31788710004184,[0.2763888888888889],[-0.05],[1],[0],[0],[1.798141699982807],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
170,0,170,[0.375],[0.41388888888888886],[1],[0],[0],[1.2814370000269264],['Target'],170,0,170,0,283.3614761000499,,5,283.3358814000385,283.3614761000499,283.3614761000499,0.01770079997368157,284.36308500007726,284.6174295000965,[0.375],[0.41388888888888886],[1],[0],[0],[1.2814370000269264],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
171,0,171,[-0.4097222222222222],[0.06805555555555555],[1],[0],[0],[1.5534732999512926],['Target'],171,0,171,0,284.6615366000915,,10,284.6460797000909,284.6615366000915,284.6615366000915,0.028380700037814677,285.6631267000921,286.1996385999955,[-0.4097222222222222],[0.06805555555555555],[1],[0],[0],[1.5534732999512926],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
172,0,172,[-0.12083333333333333],[0.25277777777777777],[1],[0],[0],[1.085043799947016],['Target'],172,0,172,0,286.24426800000947,,10,286.23109140002634,286.24426800000947,286.24426800000947,0.031223999918438494,287.24601780006196,287.3162741000997,[-0.12083333333333333],[0.25277777777777777],[1],[0],[0],[1.085043799947016],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
173,0,173,[-0.26666666666666666],[-0.24027777777777778],[1],[0],[0],[1.9850403999444097],['Target'],173,0,173,0,287.3608964000596,,10,287.3462276000064,287.3608964000596,287.3608964000596,0.029649200034327805,288.36330080009066,289.3313412000425,[-0.26666666666666666],[-0.24027777777777778],[1],[0],[0],[1.9850403999444097],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
174,0,174,[0.2875],[-0.3416666666666667],[1],[0],[0],[1.373174300068058],['Target'],174,0,174,0,289.3610979000805,,5,289.34467100002803,289.3610979000805,289.3610979000805,0.013175700092688203,290.36373290000483,290.7179690001067,[0.2875],[-0.3416666666666667],[1],[0],[0],[1.373174300068058],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
175,0,175,[-0.04861111111111111],[-0.30972222222222223],[1],[0],[0],[1.4824763999786228],['Target'],175,0,175,0,290.77814030006994,,10,290.7482484000502,290.77814030006994,290.77814030006994,0.03008100006263703,291.7798635000363,292.23078970005736,[-0.04861111111111111],[-0.30972222222222223],[1],[0],[0],[1.4824763999786228],['Target'],0003,001,2025-09-30_16h09.42.708,visual search,,2025.1.1,60.015147798913794,2025-09-30 16h09.51.213311 +0530,
